ID,Date,Time,State,Intensity,Injuries,Fatalities
B75089A8,7/17/1952,16:15:00,MO,1,0,0
C652CDDB,7/17/1952,17:00:00,IL,1,0,0
3A71EBBB,7/19/1952,5:45:00,PA,2,0,0
C1D24C54,7/19/1952,17:30:00,MT,3,0,0
4F535BD9,7/19/1952,18:30:00,MT,3,2,1
E8A5B94F,7/23/1952,11:00:00,NC,2,0,0
A309C2C2,7/23/1952,12:30:00,PA,2,4,0
AC6535A1,7/24/1952,19:00:00,ND,2,0,0
C3DCFAE7,7/27/1952,18:25:00,MN,2,4,0
6D30D711,7/29/1952,16:00:00,MS,1,0,0
F75EFD47,8/3/1952,15:45:00,MS,2,0,0
2C833DBA,8/7/1952,18:00:00,KS,3,0,0
F4230520,8/7/1952,22:00:00,KS,1,0,0
141F6EBE,8/10/1952,9:04:00,NJ,1,0,0
A3589751,8/12/1952,16:15:00,TX,1,0,0
D88107C2,8/13/1952,17:30:00,NE,3,1,0
7A59A771,8/13/1952,19:00:00,NE,4,20,0
251322B6,8/14/1952,21:30:00,KS,2,0,0
917A4AA4,8/15/1952,16:30:00,OK,2,0,0
EFE3747E,8/16/1952,14:45:00,FL,1,0,0
FF5BAF17,8/16/1952,18:15:00,PA,1,0,0
3FCC87E0,8/21/1952,0:20:00,MO,2,13,1
C5EB4905,8/27/1952,15:25:00,MN,1,0,0
246B1DB9,8/31/1952,11:00:00,NC,1,0,0
93526CEF,8/31/1952,21:30:00,VA,1,0,0
37E00B0D,8/31/1952,22:00:00,MD,1,0,0
FCA9C68A,9/17/1952,11:30:00,NC,3,0,0
70A128D6,11/14/1952,21:00:00,AZ,0,0,0
9D8766C3,11/16/1952,16:00:00,MO,3,2,0
92B1285F,11/17/1952,0:01:00,KS,1,0,0
95B554A0,11/17/1952,13:20:00,IA,0,0,0
8CBF6228,11/17/1952,16:30:00,AR,2,2,0
50C9DBC6,11/19/1952,22:37:00,NC,2,1,0
2C2DF0AE,12/3/1952,18:15:00,TX,2,4,0
E93A0BBA,12/9/1952,15:00:00,KY,3,3,0
140DACE0,12/20/1952,14:00:00,CA,0,0,0
1512150C,1/7/1953,20:15:00,AR,2,2,0
DC04E0A7,1/8/1953,6:30:00,AL,1,0,0
950685D2,1/8/1953,7:10:00,AL,2,0,0
D60EC16A,1/8/1953,16:15:00,SC,2,2,0
024C892B,1/9/1953,2:30:00,FL,1,0,0
B24F0817,1/9/1953,6:00:00,FL,2,12,0
73D6AAED,1/9/1953,6:15:00,FL,1,0,0
20163B88,1/20/1953,15:00:00,AL,3,0,0
5B76CDFC,1/20/1953,16:30:00,AL,1,1,0
87E87EF8,1/20/1953,17:41:00,TN,2,0,0
B63D481A,1/20/1953,19:00:00,GA,1,1,0
0521F956,1/20/1953,20:30:00,GA,1,1,0
F4785BB6,1/22/1953,23:00:00,MS,2,1,0
2BF12C73,1/23/1953,5:00:00,AL,3,1,0
04367D2F,2/6/1953,13:00:00,LA,3,21,2
CB10C928,2/19/1953,15:00:00,TX,1,0,0
90611F87,2/19/1953,17:30:00,TX,1,0,0
6D2FDD92,2/19/1953,19:40:00,OK,1,0,0
A5ACF546,2/19/1953,21:00:00,OK,1,0,0
AD9068A7,2/19/1953,21:15:00,OK,1,0,0
90F7DDF0,2/19/1953,21:45:00,OK,1,0,0
9B51ACA2,2/20/1953,10:15:00,AR,1,0,0
6F7BF256,2/20/1953,11:00:00,MS,2,2,0
185CD314,2/20/1953,12:00:00,MS,1,0,0
C3C264D8,2/20/1953,12:00:00,MS,2,1,0
E13FB599,2/20/1953,15:00:00,MS,1,0,0
99B8277A,2/20/1953,16:10:00,AL,3,8,1
53AADF9A,2/20/1953,16:30:00,AL,2,2,0
B3F18E55,2/20/1953,16:45:00,AL,2,1,0
07051E2C,2/20/1953,19:00:00,AL,2,6,0
B3496230,3/12/1953,16:30:00,TX,2,2,0
5ED83016,3/13/1953,14:00:00,TX,4,25,17
ABDB133A,3/13/1953,17:15:00,OK,2,1,0
BEFF6C0B,3/13/1953,18:19:00,OK,3,8,1
9E1F06F5,3/13/1953,18:45:00,OK,2,2,0
5EBA6F82,3/13/1953,19:30:00,OK,2,0,0
7BEB2DBA,3/13/1953,19:30:00,OK,3,11,2
9F532B06,3/13/1953,22:00:00,OK,2,0,0
DE895A74,3/14/1953,0:30:00,AR,3,0,0
9627E073,3/14/1953,0:30:00,AR,2,0,0
30380B7C,3/14/1953,1:30:00,AR,3,7,0
4DDEE3DB,3/14/1953,14:30:00,MS,2,0,1
8F819BD0,3/14/1953,17:00:00,MO,1,1,0
58933AF3,3/14/1953,17:45:00,TN,2,8,0
19211066,3/14/1953,18:00:00,TN,2,2,0
322662FC,3/14/1953,18:30:00,TN,1,0,0
FCEAF0F2,3/14/1953,19:00:00,TN,1,0,0
C7D4DC9D,3/14/1953,19:30:00,TN,3,3,0
EEA3E936,3/14/1953,20:15:00,IL,2,0,0
35F04D67,3/14/1953,21:15:00,TN,2,1,0
3C161E18,3/14/1953,22:00:00,IN,0,0,0
777B45BB,3/14/1953,22:00:00,IN,1,0,0
61516E2C,3/15/1953,20:00:00,NC,3,1,0
BA9009FC,3/18/1953,14:22:00,AL,2,2,0
1A1212F4,3/18/1953,18:35:00,IN,2,0,0
413CE7CB,3/18/1953,19:00:00,IN,1,0,0
1F0C547F,3/21/1953,12:45:00,IA,1,2,0
EE15F56E,3/21/1953,13:00:00,IA,1,0,0
5E93439B,3/21/1953,14:00:00,MS,1,0,0
AF65451D,3/21/1953,15:00:00,IA,3,0,0
2CFBB1BE,3/21/1953,16:43:00,MN,2,3,1
18DFEA3F,3/21/1953,17:00:00,IA,2,0,0
B17BD45B,3/22/1953,15:00:00,LA,2,22,2
63575DBE,3/22/1953,15:00:00,MS,1,1,0
7B5B4EDA,3/22/1953,15:15:00,TN,2,0,0
514416A9,3/22/1953,19:00:00,AL,2,0,0
684E92A3,3/29/1953,19:25:00,OK,1,0,0
C77F6F1F,3/30/1953,14:30:00,KS,0,0,0
C313C95C,3/31/1953,16:00:00,MO,1,0,0
40502326,3/31/1953,16:30:00,MO,1,0,0
2016C0E3,4/2/1953,21:58:00,OK,0,0,0
2D4E02C0,4/4/1953,15:03:00,MS,2,0,0
104486C1,4/6/1953,11:00:00,FL,2,0,0
47D6A90A,4/6/1953,15:45:00,AL,3,12,0
4F8EB020,4/9/1953,16:00:00,KS,1,0,0
31164BCC,4/9/1953,16:15:00,IL,2,3,0
D8297680,4/9/1953,17:15:00,IL,3,22,3
6744F929,4/12/1953,3:40:00,AL,1,0,0
EC8F2B23,4/12/1953,7:00:00,FL,2,0,0
DEE9D5D2,4/13/1953,7:45:00,FL,1,1,0
1C06A56E,4/14/1953,14:30:00,MS,1,0,0
B1FB31A3,4/14/1953,18:50:00,OK,2,0,0
D711B059,4/14/1953,23:00:00,OK,2,0,0
9CCB83D3,4/15/1953,17:00:00,OH,1,0,0
E6039E04,4/15/1953,18:30:00,TN,1,8,0
0720A58F,4/15/1953,18:45:00,TN,1,1,0
FB4F7CDA,4/15/1953,18:45:00,TN,1,2,0
4FD3DE33,4/15/1953,19:00:00,TN,1,1,0
60209E41,4/16/1953,11:00:00,NC,2,0,0
002E9292,4/18/1953,17:00:00,AL,3,495,8
03C766C5,4/18/1953,17:30:00,GA,2,1,0
8B20B14F,4/18/1953,17:45:00,GA,2,2,0
E0AF9789,4/23/1953,15:31:00,OK,2,4,1
B8AB27E9,4/23/1953,19:00:00,AR,3,0,0
0334878E,4/23/1953,20:00:00,OK,2,1,0
D8A9FC4D,4/23/1953,20:10:00,OK,1,0,0
8AFB01B0,4/23/1953,20:30:00,OK,2,14,1
26CEDBE3,4/24/1953,4:00:00,AR,2,0,0
B5BFB684,4/24/1953,14:00:00,MS,2,0,0
55562FAA,4/24/1953,17:00:00,IA,1,0,0
8E047E35,4/27/1953,15:15:00,CA,2,0,0
3A0E13B4,4/28/1953,15:00:00,OK,0,0,0
D7F5D3D2,4/28/1953,16:15:00,OK,1,0,0
EAE7BA9A,4/28/1953,16:30:00,NE,0,0,0
9E8549F9,4/28/1953,18:15:00,TX,3,3,0
D9C11993,4/28/1953,19:00:00,NE,1,0,0
994CE1AF,4/28/1953,20:45:00,TX,3,5,1
6B9DEB5F,4/28/1953,21:00:00,TX,4,15,2
049A8037,4/29/1953,12:30:00,LA,2,0,0
2B6462A7,4/30/1953,14:00:00,GA,2,3,0
5F41F0E9,4/30/1953,16:00:00,GA,1,5,0
B4A31C2D,4/30/1953,16:13:00,GA,4,300,18
78C72D04,4/30/1953,16:30:00,GA,2,3,1
3D2B260D,4/30/1953,16:30:00,GA,3,2,1
E559D970,4/30/1953,17:40:00,GA,2,0,0
C5A23267,4/30/1953,17:45:00,VA,0,0,0
17362FBA,4/30/1953,18:00:00,NC,1,0,0
4EDE4385,5/1/1953,17:15:00,AL,2,2,0
458EC603,5/1/1953,19:30:00,AL,4,12,7
6D1D6D4D,5/1/1953,20:00:00,AL,1,0,0
E365EC66,5/1/1953,20:00:00,AL,4,3,2
78417938,5/2/1953,2:15:00,TN,2,0,0
9BF48E61,5/2/1953,3:00:00,TN,4,8,4
C26083E3,5/2/1953,15:00:00,LA,1,0,0
B1A7D0E6,5/2/1953,18:45:00,VA,2,0,0
5978EA09,5/4/1953,10:30:00,MS,2,1,0
C79DE155,5/4/1953,11:15:00,MS,2,0,0
272813EE,5/4/1953,12:00:00,MS,1,0,0
CF1DA4A8,5/4/1953,15:00:00,MS,2,2,0
D728F6B4,5/4/1953,18:30:00,AL,1,2,0
420C4008,5/4/1953,19:00:00,AL,0,0,0
F458600D,5/9/1953,18:05:00,SD,1,0,0
6C1EACB2,5/9/1953,19:00:00,SD,1,0,0
A14A5FEE,5/9/1953,21:00:00,NE,1,0,0
25B4C873,5/9/1953,21:10:00,KS,3,0,0
465D5EE2,5/9/1953,21:45:00,NE,3,82,5
A02E9D65,5/9/1953,23:00:00,NE,2,0,0
68ECC099,5/10/1953,1:00:00,OK,1,0,0
4363CE1B,5/10/1953,1:10:00,NE,1,0,0
970E18CD,5/10/1953,1:15:00,OK,1,0,0
D9F05DFF,5/10/1953,1:15:00,OK,1,0,0
3661528D,5/10/1953,1:20:00,OK,1,0,0
95894794,5/10/1953,2:00:00,KS,1,0,0
F42D569A,5/10/1953,3:00:00,OK,2,0,0
B0BE99B8,5/10/1953,4:00:00,KS,3,0,0
46880624,5/10/1953,4:30:00,KS,1,0,0
77B806B3,5/10/1953,5:30:00,KS,1,0,0
AAE1A09C,5/10/1953,6:00:00,NE,1,0,0
58D42363,5/10/1953,12:10:00,AR,2,0,0
3338E697,5/10/1953,13:30:00,NE,0,0,0
C7E1C342,5/10/1953,14:00:00,MO,1,0,0
31BE8C82,5/10/1953,15:15:00,IA,4,0,0
6E2E27F7,5/10/1953,15:55:00,MN,2,0,0
F003D344,5/10/1953,16:10:00,IA,4,3,0
7E19F703,5/10/1953,16:30:00,IA,2,0,0
F4395BFD,5/10/1953,17:00:00,MN,2,3,6
65922F04,5/10/1953,17:30:00,IA,4,24,2
51C084B0,5/10/1953,18:00:00,IA,3,0,0
56E986B0,5/10/1953,18:30:00,WI,2,27,4
63A2EB67,5/11/1953,14:15:00,TX,4,159,13
B661F102,5/11/1953,15:00:00,OK,1,0,0
6CA8E26B,5/11/1953,16:10:00,TX,5,597,114
E37D3C56,5/11/1953,16:30:00,OK,1,0,0
5B00EFD5,5/11/1953,18:30:00,TX,2,0,0
BB26F642,5/14/1953,12:00:00,TN,1,0,0
11F7AAEF,5/14/1953,13:30:00,MS,2,1,0
B23913F0,5/16/1953,3:30:00,LA,2,3,0
746086D2,5/16/1953,14:30:00,TX,3,8,1
5A000ADB,5/16/1953,15:30:00,KS,1,0,0
1B456955,5/16/1953,18:00:00,LA,0,0,0
497A5286,5/16/1953,18:30:00,LA,2,0,0
677C1379,5/16/1953,20:00:00,LA,2,2,0
C15A812C,5/17/1953,13:30:00,VA,1,0,0
FF1DBC6F,5/17/1953,13:30:00,LA,3,17,0
5D927497,5/17/1953,14:35:00,NE,0,0,0
EACE6CB2,5/17/1953,15:00:00,MI,2,0,0
E8A14466,5/17/1953,16:30:00,VA,2,0,0
5F86EC97,5/18/1953,12:00:00,LA,2,1,0
0244E557,5/18/1953,13:30:00,LA,1,0,0
D96D5DF2,5/18/1953,15:00:00,TX,0,0,0
0FCBBB6C,5/18/1953,20:30:00,OK,1,0,0
E075D26A,5/19/1953,15:30:00,CA,2,0,0
97518A62,5/19/1953,18:30:00,FL,0,0,0
9145730C,5/20/1953,21:00:00,IA,3,0,1
2BF67992,5/20/1953,22:10:00,IA,3,7,0
99680D53,5/21/1953,15:21:00,MI,4,68,2
D6D61E83,5/23/1953,10:10:00,PA,1,0,0
969118E1,5/24/1953,6:45:00,IA,1,0,0
0A6FC3B9,5/24/1953,17:00:00,MT,3,0,0
E29E8A47,5/26/1953,14:30:00,MD,1,0,0
BB905C99,5/26/1953,23:30:00,NE,1,0,0
8AA509C2,5/27/1953,17:00:00,KS,1,0,0
F6E1E086,5/27/1953,17:00:00,KS,2,0,0
13B25A6F,5/27/1953,19:53:00,KS,1,0,0
EC4AF881,5/28/1953,20:00:00,WY,2,0,0
6D6C0E62,5/28/1953,20:00:00,SD,0,0,0
DC853C62,5/28/1953,20:40:00,KS,1,0,0
067DD7D2,5/29/1953,14:00:00,WY,1,0,0
F8FF6B57,5/29/1953,15:00:00,KS,2,0,0
F22C09F3,5/29/1953,15:45:00,SD,2,2,0
2D845B6D,5/29/1953,17:00:00,ND,5,20,2
D6941F1B,5/29/1953,18:00:00,ND,2,0,0
FD768CB4,5/29/1953,21:00:00,SD,1,0,0
696E5A03,5/29/1953,21:30:00,SD,2,0,0
56FB9B21,5/29/1953,21:30:00,NE,1,0,0
62C0D318,5/29/1953,23:00:00,ND,2,0,0
2C71FD1A,5/30/1953,15:00:00,ND,0,0,0
632585B0,5/30/1953,15:00:00,ND,2,0,0
2B3EC686,5/30/1953,20:00:00,PA,2,0,0
8B4A34DD,5/31/1953,16:30:00,SC,1,0,0
5DA86270,5/31/1953,21:00:00,TX,1,0,0
B56A393A,6/1/1953,15:30:00,SC,1,0,0
774E7829,6/2/1953,16:00:00,NE,2,0,0
04EF8981,6/2/1953,16:40:00,NE,2,0,0
F81E6FE2,6/2/1953,18:00:00,SD,2,0,0
05699832,6/4/1953,15:00:00,FL,1,0,0
EBA74B13,6/5/1953,8:45:00,FL,0,0,0
DDDDD1CB,6/5/1953,10:00:00,UT,0,0,0
79A6C21F,6/5/1953,13:30:00,TX,0,0,0
495ED9AA,6/5/1953,15:05:00,MI,0,0,0
9BD4DF75,6/5/1953,15:30:00,OK,1,0,0
7F14CEC6,6/5/1953,16:00:00,OK,0,0,0
6B9288DF,6/5/1953,16:15:00,OK,0,0,0
FBB23690,6/5/1953,17:00:00,KS,0,0,0
9B72ABD3,6/5/1953,17:00:00,MI,2,0,0
09F6599A,6/5/1953,19:15:00,NE,3,0,0
CBDD0215,6/5/1953,20:20:00,OK,1,0,0
E0972A69,6/5/1953,21:15:00,OK,3,0,0
AA84A077,6/5/1953,21:45:00,OK,2,0,0
6EFA0A72,6/6/1953,14:15:00,ME,1,1,0
D15BC455,6/6/1953,22:00:00,OK,0,0,0
50C3FF1B,6/7/1953,13:00:00,KS,1,0,0
7651980E,6/7/1953,13:00:00,KS,2,0,0
7FBF2D3B,6/7/1953,13:00:00,KS,0,0,0
78BDD8FC,6/7/1953,14:00:00,CO,1,0,0
F51CAC87,6/7/1953,14:00:00,CO,1,0,0
AF299CD0,6/7/1953,14:30:00,NE,2,0,0
8BF709FD,6/7/1953,15:00:00,NE,2,0,0
7763A659,6/7/1953,15:00:00,NE,0,0,0
C06B087D,6/7/1953,15:00:00,NE,1,2,0
16C1F981,6/7/1953,15:15:00,NE,4,0,11
CDE17A4C,6/7/1953,16:00:00,CO,0,0,0
0859AB87,6/7/1953,16:00:00,CO,0,0,0
BD7E4220,6/7/1953,16:00:00,CO,0,0,0
B6111B3D,6/7/1953,16:00:00,NE,2,1,0
0855D03F,6/7/1953,16:00:00,NE,2,2,0
870009B0,6/7/1953,16:15:00,NE,3,1,0
F94BB30F,6/7/1953,16:30:00,NE,0,0,0
9CD44547,6/7/1953,17:00:00,NE,1,0,0
3D920C7E,6/7/1953,17:00:00,NE,2,0,0
F228DEB3,6/7/1953,17:00:00,NE,2,6,0
69EAFD9B,6/7/1953,17:10:00,NE,1,0,0
E82913CE,6/7/1953,17:40:00,NE,0,1,0
534A64F4,6/7/1953,17:45:00,SD,0,0,0
41B77049,6/7/1953,18:15:00,IA,2,0,0
34877972,6/7/1953,18:45:00,NE,2,1,0
50E4CCB2,6/7/1953,19:00:00,MT,0,0,0
CDB31BDE,6/7/1953,19:00:00,MN,1,0,0
F00A262F,6/7/1953,19:00:00,NE,0,5,0
1DA0F383,6/7/1953,19:30:00,IA,2,0,0
2D93833D,6/7/1953,21:00:00,IA,2,0,0
887EA570,6/7/1953,21:15:00,IA,3,0,0
37B95402,6/7/1953,21:15:00,IA,2,0,0
4035BD82,6/7/1953,21:30:00,IA,1,0,0
A7490A54,6/7/1953,22:45:00,KS,0,0,0
7A0A1EEA,6/8/1953,16:00:00,NE,0,0,0
4D74D504,6/8/1953,16:00:00,NE,0,0,0
61B00A36,6/8/1953,16:00:00,NE,1,0,0
DBADB808,6/8/1953,17:15:00,MI,4,18,4
1A321410,6/8/1953,18:00:00,OH,4,379,17
4D0A7558,6/8/1953,18:30:00,MI,3,5,1
59B09C7E,6/8/1953,18:30:00,MI,3,11,0
C9F0F64E,6/8/1953,18:40:00,MI,2,13,4
FB89980F,6/8/1953,19:08:00,MI,3,0,0
A7DF2DBA,6/8/1953,19:30:00,MI,5,844,116
0E10C742,6/8/1953,21:00:00,MI,0,0,0
338BA5C9,6/8/1953,21:30:00,MI,4,23,0
82EDA8FA,6/9/1953,14:25:00,MA,4,1228,94
A2652C86,6/9/1953,15:20:00,NH,3,5,0
74B5BB30,6/9/1953,15:30:00,MA,3,17,0
0CFC5231,6/9/1953,16:00:00,NH,1,0,0
6EAEE7E2,6/10/1953,14:00:00,VA,1,0,0
D558B183,6/11/1953,16:00:00,WY,1,0,0
E60F243B,6/12/1953,18:00:00,WY,2,0,0
B5E73215,6/13/1953,11:45:00,OH,2,0,0
0BCBA006,6/13/1953,14:40:00,VA,1,0,0
B6CDB854,6/13/1953,16:20:00,ND,2,0,0
CC5B1880,6/13/1953,17:00:00,ND,0,0,0
F343FB84,6/13/1953,21:00:00,IN,1,0,0
8CF41C3D,6/14/1953,16:00:00,SD,2,0,0
E65871EB,6/15/1953,16:00:00,SD,2,0,0
6509590C,6/17/1953,14:30:00,CO,2,0,0
918385FD,6/18/1953,3:00:00,FL,1,0,0
F4534C4E,6/18/1953,23:45:00,SD,1,0,0
56DA8FBF,6/19/1953,12:00:00,OK,1,0,0
DAD7DCE5,6/19/1953,13:35:00,KS,2,0,0
A7D73B86,6/19/1953,15:00:00,KS,2,0,0
6655BF3C,6/19/1953,15:00:00,NE,1,0,0
